id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>,weight<Citations>,weight<Norm. citations>,score<Pub. year>,score<Citations>,score<Norm. citations>
5122,amin (2020),"<table><tr><td>Authors:</td><td>amin, hafeez ullah; yusoff, mohd zuki; ahmad, rana fayyaz</td></tr><tr><td>Title:</td><td>a novel approach based on wavelet analysis and arithmetic coding for automated detection and diagnosis of epileptic seizure in eeg signals using machine learning techniques</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 56</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1016/j.bspc.2019.101707,-0.3174,0.8565,3,123,496,75,2.9708,2020,75,2.9708
5124,pham (2023),"<table><tr><td>Authors:</td><td>pham, tuan d.</td></tr><tr><td>Title:</td><td>classification of motor-imagery tasks using a large eeg dataset by fusing classifiers learning on wavelet-scattering features</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 31, 1097-1107</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/tnsre.2023.3241241,-0.4389,-0.3022,1,263,489,20,1.8108,2023,20,1.8108
5127,wang (2020b),"<table><tr><td>Authors:</td><td>wang, li; huang, weijian; yang, zhao; hu, xiao; zhang, chun</td></tr><tr><td>Title:</td><td>a method from offline analysis to online training for the brain-computer interface based on motor imagery and speech imagery</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 62</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1016/j.bspc.2020.102100,-0.4115,-0.0783,1,189,295,11,0.4357,2020,11,0.4357
5130,soleymanpour (2016),"<table><tr><td>Authors:</td><td>soleymanpour, rahim; arvaneh, mahnaz</td></tr><tr><td>Title:</td><td>entropy-based eeg time interval selection for improving motor imagery classification</td></tr><tr><td>Source:</td><td>2016 ieee international conference on systems, man, and cybernetics, 4034-4039</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",,-0.8268,-0.1426,1,246,514,6,0.2704,2016,6,0.2704
5132,li (2021c),"<table><tr><td>Authors:</td><td>li, dongdong; chai, bing; wang, zhe; yang, hai; du, wenli</td></tr><tr><td>Title:</td><td>eeg emotion recognition based on 3-d feature representation and dilated fully convolutional networks</td></tr><tr><td>Source:</td><td>ieee transactions on cognitive and developmental systems, 13(4), 885-897</td></tr><tr><td>Year:</td><td>2021</td></tr></table>",https://doi.org/10.1109/tcds.2021.3051465,1.3086,-0.0787,2,174,442,33,1.9434,2021,33,1.9434
5133,liu (2017b),"<table><tr><td>Authors:</td><td>liu, shaobo; sun, fuchun; zhang, wenchang; tan, chuanqi</td></tr><tr><td>Title:</td><td>motor imagery eeg classification using wavelet common spatial boosting pattern</td></tr><tr><td>Source:</td><td>5th international conference on advanced computer science applications, 118-124</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.23977/acsat.2017.1015,-0.7557,-0.3235,1,198,347,0,0,2017,0,0
5134,shen (2022a),"<table><tr><td>Authors:</td><td>shen, lili; sun, mingyang; li, qunxia; li, beichen; pan, zhaoqing; lei, jianjun</td></tr><tr><td>Title:</td><td>multiscale temporal self-attention and dynamical graph convolution hybrid network for eeg-based stereogram recognition</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 30, 1191-1202</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tnsre.2022.3173724,0.4726,-0.2483,4,207,383,47,3.286,2022,47,3.286
5139,wang (2025a),"<table><tr><td>Authors:</td><td>wang, wenlong; qi, feifei; huang, weichen; li, yuanqing; yu, zhuliang; wu, wei</td></tr><tr><td>Title:</td><td>eeg-based cross-subject emotion recognition using sparse bayesian learning with enhanced covariance alignment</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 16(2), 1190-1204</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/taffc.2024.3497897,1.2029,-0.2575,2,191,627,3,1.501,2025,3,1.501
5148,wang (2019),"<table><tr><td>Authors:</td><td>wang, hongtao; wu, cong; li, ting; he, yuebang; chen, peng; bezerianos, anastasios</td></tr><tr><td>Title:</td><td>driving fatigue classification based on fusion entropy analysis combining eog and eeg</td></tr><tr><td>Source:</td><td>ieee access, 7, 61975-61986</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1109/access.2019.2915533,-0.1475,0.3212,3,127,187,85,4.0392,2019,85,4.0392
5155,li (2022a),"<table><tr><td>Authors:</td><td>li, jia wen; chen, rong jun; barma, shovan; chen, fei; pun, sio hang; mak, peng un; wang, lei jun; zeng, xian xian; ren, jin chang; zhao, hui min</td></tr><tr><td>Title:</td><td>an approach to emotion recognition using brain rhythm sequencing and asymmetric features</td></tr><tr><td>Source:</td><td>cognitive computation, 14(6), 2260-2273</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1007/s12559-022-10053-z,0.8464,-0.0188,2,230,435,4,0.2797,2022,4,0.2797
5158,tan (2016),"<table><tr><td>Authors:</td><td>tan, chuanqi; sun, fuchun; zhang, wenchang; liu, shaobo</td></tr><tr><td>Title:</td><td>a synchronous and closed-loop architecture of bci-based rehabilitation system for stroke with robot and virtual reality</td></tr><tr><td>Source:</td><td>proceedings of the 2016 2nd international conference on artificial, 133, 162-165</td></tr><tr><td>Year:</td><td>2016</td></tr></table>",,-0.9339,-0.1724,1,193,292,2,0.0901,2016,2,0.0901
5160,rodriguez-bermudez (2013),"<table><tr><td>Authors:</td><td>rodriguez-bermudez, german; garcia-laencina, pedro j.; roca-dorda, joaquin</td></tr><tr><td>Title:</td><td>efficient automatic selection and combination of eeg features in least squares classifiers for motor imagery brain-computer interfaces</td></tr><tr><td>Source:</td><td>international journal of neural systems, 23(4)</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",https://doi.org/10.1142/s0129065713500159,-0.6813,0.2288,1,244,546,49,2.0825,2013,49,2.0825
5162,jiang (2022),"<table><tr><td>Authors:</td><td>jiang, qin; zhang, yi; zheng, kai</td></tr><tr><td>Title:</td><td>motor imagery classification via kernel-based domain adaptation on an spd manifold</td></tr><tr><td>Source:</td><td>brain sciences, 12(5)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3390/brainsci12050659,-0.2709,-0.3754,1,190,357,13,0.9089,2022,13,0.9089
5163,yang (2024b),"<table><tr><td>Authors:</td><td>yang, yi; wang, ze; tao, wei; liu, xucheng; jia, ziyu; wang, boyu; wan, feng</td></tr><tr><td>Title:</td><td>spectral-spatial attention alignment for multi-source domain adaptation in eeg-based emotion recognition</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 15(4), 2012-2024</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/taffc.2024.3394436,1.3004,-0.1767,2,193,692,32,5.976,2024,32,5.976
5176,ficici (2022),"<table><tr><td>Authors:</td><td>ficici, cansel; telatar, ziya; erogul, osman</td></tr><tr><td>Title:</td><td>automated temporal lobe epilepsy and psychogenic nonepileptic seizure patient discrimination from multichannel eeg recordings using dwt based analysis</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 77</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1016/j.bspc.2022.103755,-0.1649,0.526,3,156,205,12,0.839,2022,12,0.839
5177,gohumpu (2023),"<table><tr><td>Authors:</td><td>gohumpu, jennifer; xue, mengru; bao, yanchi</td></tr><tr><td>Title:</td><td>emotion recognition with multi-modal peripheral physiological signals</td></tr><tr><td>Source:</td><td>frontiers in computer science, 5</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.3389/fcomp.2023.1264713,1.3198,-0.0328,2,163,364,14,1.2675,2023,14,1.2675
5181,wang (2023c),"<table><tr><td>Authors:</td><td>wang, jiaqi; chen, wanzhong; li, mingyang</td></tr><tr><td>Title:</td><td>a multi-classification algorithm based on multi-domain information fusion for motor imagery bci</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 79</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1016/j.bspc.2022.104252,-0.6948,-0.2845,1,246,515,11,0.9959,2023,11,0.9959
5183,yu (2024),"<table><tr><td>Authors:</td><td>yu, feng; yu, chenyu; tian, zhangyuan; liu, xiaoxiao; cao, jiacheng; liu, li; du, chenghu; jiang, minghua</td></tr><tr><td>Title:</td><td>intelligent wearable system with motion and emotion recognition based on digital twin technology</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 11(15), 26314-26328</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/jiot.2024.3394244,0.7888,0.001,2,188,262,49,9.1508,2024,49,9.1508
5189,wang (2022b),"<table><tr><td>Authors:</td><td>wang, zhe; wang, yongxiong; hu, chuanfei; yin, zhong; song, yu</td></tr><tr><td>Title:</td><td>transformers for eeg-based emotion recognition: a hierarchical spatial information learning model</td></tr><tr><td>Source:</td><td>ieee sensors journal, 22(5), 4359-4368</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/jsen.2022.3144317,0.8495,-0.0387,2,218,442,172,12.0255,2022,172,12.0255
5194,jin (2025b),"<table><tr><td>Authors:</td><td>jin, luyao; song, yonghao; zhao, huan; cao, junyi; cheung, vincent c. k.; liao, wei-hsin</td></tr><tr><td>Title:</td><td>frequency-aware spatial-temporal attention explainable network for eeg decoding</td></tr><tr><td>Source:</td><td>ieee journal of biomedical and health informatics, 29(10), 7175-7185</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/jbhi.2025.3576088,0.5277,-0.2872,2,272,510,4,2.0013,2025,4,2.0013
5195,alotaiby (2015),"<table><tr><td>Authors:</td><td>alotaiby, turky; abd el-samie, fathi e.; alshebeili, saleh a.; ahmad, ishtiaq</td></tr><tr><td>Title:</td><td>a review of channel selection algorithms for eeg signal processing</td></tr><tr><td>Source:</td><td>eurasip journal on advances in signal processing</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",https://doi.org/10.1186/s13634-015-0251-9,-0.4603,0.1583,1,213,296,327,13.9689,2015,327,13.9689
5198,delvigne (2022),"<table><tr><td>Authors:</td><td>delvigne, victor; wannous, hazem; vandeborre, jean-philippe; ris, laurence; dutoit, thierry</td></tr><tr><td>Title:</td><td>spatio-temporal analysis of transformer based architecture for attention estimation from eeg</td></tr><tr><td>Source:</td><td>2022 26th international conference on pattern recognition (icpr), 1076-1082</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/icpr56361.2022.9956610,0.1867,-0.1147,4,218,309,8,0.5593,2022,8,0.5593
5202,shenoy (2015),"<table><tr><td>Authors:</td><td>shenoy, h. vikram; vinod, a. p.; guan, cuntai</td></tr><tr><td>Title:</td><td>shrinkage estimator based regularization for eeg motor imagery classification</td></tr><tr><td>Source:</td><td>2015 10th international conference on information, communications and</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",,-0.6275,-0.1681,1,249,474,18,0.7689,2015,18,0.7689
5217,feng (2022),"<table><tr><td>Authors:</td><td>feng, zhao; sun, yi; qian, linze; qi, yu; wang, yueming; guan, cuntai; sun, yu</td></tr><tr><td>Title:</td><td>design a novel bci for neurorehabilitation using concurrent lfp and eeg features: a case study</td></tr><tr><td>Source:</td><td>ieee transactions on biomedical engineering, 69(5), 1554-1563</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tbme.2021.3115799,-0.5904,-0.2695,1,268,624,26,1.8178,2022,26,1.8178
5221,mao (2017),"<table><tr><td>Authors:</td><td>mao, xiaoqian; li, mengfan; li, wei; niu, linwei; xian, bin; zeng, ming; chen, genshe</td></tr><tr><td>Title:</td><td>progress in eeg-based brain robot interaction systems</td></tr><tr><td>Source:</td><td>computational intelligence and neuroscience, 2017</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1155/2017/1742862,-0.7282,-0.0181,1,245,594,53,1.6474,2017,53,1.6474
5225,luo (2025b),"<table><tr><td>Authors:</td><td>luo, jing; li, jundong; mao, qi; liu, yu; yan, wenyao; xue, yanmin; shi, zhenghao; hei, xinhong</td></tr><tr><td>Title:</td><td>mcddt: mirror center loss-based dual-scale dual-softmax transformer for multisource subjects transfer learning in motor imagery recognition</td></tr><tr><td>Source:</td><td>ieee transactions on instrumentation and measurement, 74</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/tim.2025.3598395,-0.1286,-0.3306,4,224,450,3,1.501,2025,3,1.501
5252,zhang (2025b),"<table><tr><td>Authors:</td><td>zhang, shaorong; lu, zhongwei; zhang, benxin; zhang, yong; liang, zhen; zhang, li; li, linling; huang, gan; zhang, zhiguo; li, zhi</td></tr><tr><td>Title:</td><td>graph-based feature learning methods for subject-dependent and subject-independent motor imagery eeg decoding</td></tr><tr><td>Source:</td><td>cognitive neurodynamics, 19(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1007/s11571-025-10291-5,-0.4076,-0.3659,4,238,484,1,0.5003,2025,1,0.5003
5253,kumar (2017),"<table><tr><td>Authors:</td><td>kumar, s. udhaya; inbarani, h. hannah</td></tr><tr><td>Title:</td><td>pso-based feature selection and neighborhood rough set-based classification for bci multiclass motor imagery task</td></tr><tr><td>Source:</td><td>neural computing & applications, 28(11), 3239-3258</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1007/s00521-016-2236-5,-0.7069,0.0772,1,255,440,83,2.5798,2017,83,2.5798
5255,zhang (2023e),"<table><tr><td>Authors:</td><td>zhang, yuzhe; liu, huan; zhang, dalin; chen, xuxu; qin, tao; zheng, qinghua</td></tr><tr><td>Title:</td><td>eeg-based emotion recognition with emotion localization via hierarchical self-attention</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 14(3), 2458-2469</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/taffc.2022.3145623,1.1055,-0.0505,2,211,627,67,6.0661,2023,67,6.0661
5256,haxel (2025),"<table><tr><td>Authors:</td><td>haxel, lisa; ahola, oskari; belardinelli, paolo; ermolova, maria; humaidan, dania; macke, jakob h.; ziemann, ulf</td></tr><tr><td>Title:</td><td>decoding motor excitability in tms using eeg-features: an exploratory machine learning approach</td></tr><tr><td>Source:</td><td>ieee transactions on neural systems and rehabilitation engineering, 33, 103-112</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/tnsre.2024.3516393,0.0609,0.0992,3,157,207,7,3.5024,2025,7,3.5024
5259,yang (2026),"<table><tr><td>Authors:</td><td>yang, yikun; duan, lifei; hou, kechen; kang, zhongfeng; zhang, xiaowei; hu, bin</td></tr><tr><td>Title:</td><td>fddgnet: an information bottleneck-inspired feature disentanglement network for cross-subject eeg-based emotion recognition</td></tr><tr><td>Source:</td><td>neurocomputing, 668</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.1016/j.neucom.2025.132368,0.9117,-0.2097,2,170,325,0,0,2026,0,0
5260,wang (2025b),"<table><tr><td>Authors:</td><td>wang, junhui; li, mingai</td></tr><tr><td>Title:</td><td>casce: a contrastive representation learning framework for motor imagery eeg-based unilateral upper limb decoding</td></tr><tr><td>Source:</td><td>ieee transactions on instrumentation and measurement, 74</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/tim.2024.3500057,-0.0134,-0.2386,4,232,452,7,3.5024,2025,7,3.5024
5265,hou (2024),"<table><tr><td>Authors:</td><td>hou, fazheng; meng, wei; ma, li; chen, kun; ai, qingsong; liu, quan; xie, sheng q.</td></tr><tr><td>Title:</td><td>mecam: a novel multi-axis eeg channel attention model for emotion recognition</td></tr><tr><td>Source:</td><td>ieee transactions on instrumentation and measurement, 73</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1109/tim.2024.3428607,1.292,-0.1398,2,178,447,10,1.8675,2024,10,1.8675
5267,chen (2022),"<table><tr><td>Authors:</td><td>chen, chuangquan; li, zhencheng; wan, feng; xu, leicai; bezerianos, anastasios; wang, hongtao</td></tr><tr><td>Title:</td><td>fusing frequency-domain features and brain connectivity features for cross-subject emotion recognition</td></tr><tr><td>Source:</td><td>ieee transactions on instrumentation and measurement, 71</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tim.2022.3168927,1.1372,-0.1735,2,171,420,93,6.5021,2022,93,6.5021
5271,tang (2023),"<table><tr><td>Authors:</td><td>tang, yiheng; wang, yongxiong; zhang, xiaoli; wang, zhe</td></tr><tr><td>Title:</td><td>stiln: a novel spatial-temporal information learning network for eeg-based emotion recognition</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 85</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1016/j.bspc.2023.104999,0.6899,-0.1021,2,262,482,28,2.5351,2023,28,2.5351
5276,arnau-gonzalez (2017),"<table><tr><td>Authors:</td><td>arnau-gonzalez, pablo; arevalillo-herraez, miguel; ramzan, naeem</td></tr><tr><td>Title:</td><td>fusing highly dimensional energy and connectivity features to identify affective states from eeg signals</td></tr><tr><td>Source:</td><td>neurocomputing, 244, 81-89</td></tr><tr><td>Year:</td><td>2017</td></tr></table>",https://doi.org/10.1016/j.neucom.2017.03.027,0.9004,0.0689,2,176,305,67,2.0825,2017,67,2.0825
5279,mcdermott (2022),"<table><tr><td>Authors:</td><td>mcdermott, eric james; raggam, philipp; kirsch, sven; belardinelli, paolo; ziemann, ulf; zrenner, christoph</td></tr><tr><td>Title:</td><td>artifacts in eeg-based bci therapies: friend or foe?</td></tr><tr><td>Source:</td><td>sensors, 22(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.3390/s22010096,-0.5345,-0.1547,1,220,335,15,1.0487,2022,15,1.0487
5286,zheng (2020),"<table><tr><td>Authors:</td><td>zheng, li; sun, sen; zhao, hongze; pei, weihua; chen, hongda; gao, xiaorong; zhang, lijian; wang, yijun</td></tr><tr><td>Title:</td><td>a cross-session dataset for collaborative brain-computer interfaces based on rapid serial visual presentation</td></tr><tr><td>Source:</td><td>frontiers in neuroscience, 14</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.3389/fnins.2020.579469,-0.7261,-0.1402,1,201,316,20,0.7922,2020,20,0.7922
5287,olcay (2023),"<table><tr><td>Authors:</td><td>olcay, b. orkan; karacali, bilge</td></tr><tr><td>Title:</td><td>time-resolved eeg signal analysis for motor imagery activity recognition</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 86</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1016/j.bspc.2023.105179,-0.6358,-0.065,1,266,476,6,0.5432,2023,6,0.5432
5290,esfahani (2012),"<table><tr><td>Authors:</td><td>esfahani, ehsan tarkesh; sundararajan, v.</td></tr><tr><td>Title:</td><td>classification of primitive shapes using brain-computer interfaces</td></tr><tr><td>Source:</td><td>computer-aided design, 44(10), 1011-1019</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",https://doi.org/10.1016/j.cad.2011.04.008,-0.2638,0.0075,1,190,250,59,1.6227,2012,59,1.6227
5293,zhang (2025c),"<table><tr><td>Authors:</td><td>zhang, lu; shi, hanwen; li, ziyi; zheng, wei-long; lu, bao-liang</td></tr><tr><td>Title:</td><td>multi-view self-supervised domain adaptation for eeg-based emotion recognition</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 16(4), 3055-3066</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1109/taffc.2025.3574868,1.1053,-0.2809,2,176,431,2,1.0007,2025,2,1.0007
5294,zhang (2026),"<table><tr><td>Authors:</td><td>zhang, meihong; zhao, shaokai; xie, liang; liu, tiejun; yao, dezhong; yin, erwei</td></tr><tr><td>Title:</td><td>self-supervised contrastive pre-training for eeg-based recognition via cross device representation consistency</td></tr><tr><td>Source:</td><td>ieee transactions on biomedical engineering, 73(5), 1705-1717</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.1109/tbme.2025.3613730,0.8604,-0.2761,2,203,424,0,0,2026,0,0
5328,balli (2026),"<table><tr><td>Authors:</td><td>balli, tugce; yetkin, e. fatih</td></tr><tr><td>Title:</td><td>improving motor imagery based bci through metric learning</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 122</td></tr><tr><td>Year:</td><td>2026</td></tr></table>",https://doi.org/10.1016/j.bspc.2026.110460,-0.5022,-0.2477,1,288,703,0,0,2026,0,0
5334,hosseini (2023),"<table><tr><td>Authors:</td><td>hosseini, seyyed moosa; shalchyan, vahid</td></tr><tr><td>Title:</td><td>state-based decoding of continuous hand movements using eeg signals</td></tr><tr><td>Source:</td><td>ieee access, 11, 42764-42778</td></tr><tr><td>Year:</td><td>2023</td></tr></table>",https://doi.org/10.1109/access.2023.3270803,-0.5467,-0.1938,1,211,302,13,1.177,2023,13,1.177
5337,hu (2025),"<table><tr><td>Authors:</td><td>hu, mengting; xu, dan; he, kangjian; zhao, kunyuan; zhang, hao</td></tr><tr><td>Title:</td><td>cross-subject emotion recognition with contrastive learning based on eeg signal correlations</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 104</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.1016/j.bspc.2025.107511,1.2154,-0.2426,2,175,492,9,4.503,2025,9,4.503
5342,peterson (2019),"<table><tr><td>Authors:</td><td>peterson, victoria; wyser, dominik; lambercy, olivier; spies, ruben; gassert, roger</td></tr><tr><td>Title:</td><td>a penalized time-frequency band feature selection and classification procedure for improved motor intention decoding in multichannel eeg</td></tr><tr><td>Source:</td><td>journal of neural engineering, 16(1)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1088/1741-2552/aaf046,-0.8975,-0.2743,1,238,586,43,2.0434,2019,43,2.0434
5345,zhou (2025c),"<table><tr><td>Authors:</td><td>zhou, yanhong; liu, xulong; wen, dong; xu, shuang; wan, xianglong; lu, huibin</td></tr><tr><td>Title:</td><td>spatial cognitive electroencephalogram network topological features extraction based on cross fuzzy entropy network graph</td></tr><tr><td>Source:</td><td>symmetry-basel, 17(2)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>",https://doi.org/10.3390/sym17020243,-0.2186,-0.1031,1,225,278,3,1.501,2025,3,1.501
5346,savadkoohi (2020),"<table><tr><td>Authors:</td><td>savadkoohi, marzieh; oladunni, timothy; thompson, lara</td></tr><tr><td>Title:</td><td>a machine learning approach to epileptic seizure prediction using electroencephalogram (eeg) signal</td></tr><tr><td>Source:</td><td>biocybernetics and biomedical engineering, 40(3), 1328-1341</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1016/j.bbe.2020.07.004,-0.2985,0.8092,3,106,244,93,3.6838,2020,93,3.6838
5352,li (2022b),"<table><tr><td>Authors:</td><td>li, dahua; yang, zhiyi; hou, fazheng; kang, qiaoju; liu, shuang; song, yu; gao, qiang; dong, enzeng</td></tr><tr><td>Title:</td><td>eeg-based emotion recognition with haptic vibration by a feature fusion method</td></tr><tr><td>Source:</td><td>ieee transactions on instrumentation and measurement, 71</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tim.2022.3147882,1.2737,-0.0454,2,175,515,17,1.1886,2022,17,1.1886
5353,moreno-alcayde (2024),"<table><tr><td>Authors:</td><td>moreno-alcayde, yoelvis; traver, v. javier; leiva, luis a.</td></tr><tr><td>Title:</td><td>sneaky emotions: impact of data partitions in affective computing experiments with brain-computer interfacing</td></tr><tr><td>Source:</td><td>biomedical engineering letters, 14(1), 103-113</td></tr><tr><td>Year:</td><td>2024</td></tr></table>",https://doi.org/10.1007/s13534-023-00316-5,1.0352,0.0254,2,176,307,6,1.1205,2024,6,1.1205
5391,piho (2020),"<table><tr><td>Authors:</td><td>piho, laura; tjahjadi, tardi</td></tr><tr><td>Title:</td><td>a mutual information based adaptive windowing of informative eeg for emotion recognition</td></tr><tr><td>Source:</td><td>ieee transactions on affective computing, 11(4), 722-735</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1109/taffc.2018.2840973,0.5034,0.0679,2,257,565,77,3.05,2020,77,3.05
5404,zanetti (2022),"<table><tr><td>Authors:</td><td>zanetti, renato; arza, adriana; aminifar, amir; atienza, david</td></tr><tr><td>Title:</td><td>real-time eeg-based cognitive workload monitoring on wearable devices</td></tr><tr><td>Source:</td><td>ieee transactions on biomedical engineering, 69(1), 265-277</td></tr><tr><td>Year:</td><td>2022</td></tr></table>",https://doi.org/10.1109/tbme.2021.3092206,0.0736,0.169,3,146,181,55,3.8454,2022,55,3.8454
5431,ren (2019),"<table><tr><td>Authors:</td><td>ren, weijie; han, min</td></tr><tr><td>Title:</td><td>classification of eeg signals using hybrid feature extraction and ensemble extreme learning machine</td></tr><tr><td>Source:</td><td>neural processing letters, 50(2), 1281-1301</td></tr><tr><td>Year:</td><td>2019</td></tr></table>",https://doi.org/10.1007/s11063-018-9919-0,-0.3808,0.6906,3,158,358,17,0.8078,2019,17,0.8078
5443,sun (2010),"<table><tr><td>Authors:</td><td>sun, shiliang</td></tr><tr><td>Title:</td><td>extreme energy difference for feature extraction of eeg signals</td></tr><tr><td>Source:</td><td>expert systems with applications, 37(6), 4350-4357</td></tr><tr><td>Year:</td><td>2010</td></tr></table>",https://doi.org/10.1016/j.eswa.2009.11.064,-0.8029,0.0776,1,203,321,18,0.4895,2010,18,0.4895
5459,han (2013),"<table><tr><td>Authors:</td><td>han, renxiang; wei, qingguo</td></tr><tr><td>Title:</td><td>feature extraction by combining wavelet packet transform and common spatial pattern in brain-computer interfaces</td></tr><tr><td>Source:</td><td>measurement technology and its application, pts 1 and 2, 239-240, 974-979</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",https://doi.org/10.4028/www.scientific.net/amm.239-240.974,-0.9875,-0.2247,1,179,295,6,0.255,2013,6,0.255
5476,samiee (2015),"<table><tr><td>Authors:</td><td>samiee, kaveh; kiranyaz, serkan; gabbouj, moncef; saramaki, tapio</td></tr><tr><td>Title:</td><td>long-term epileptic eeg classification via 2d mapping and textural features</td></tr><tr><td>Source:</td><td>expert systems with applications, 42(20), 7175-7185</td></tr><tr><td>Year:</td><td>2015</td></tr></table>",https://doi.org/10.1016/j.eswa.2015.05.002,-0.2148,0.6745,3,120,245,52,2.2214,2015,52,2.2214
5480,torres (2020),"<table><tr><td>Authors:</td><td>torres, edgar p.; torres, edgar a.; hernandez-alvarez, myriam; yoo, sang guun</td></tr><tr><td>Title:</td><td>eeg-based bci emotion recognition: a survey</td></tr><tr><td>Source:</td><td>sensors, 20(18)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.3390/s20185083,0.8847,0.059,2,254,847,197,7.8033,2020,197,7.8033
5501,jebakumari (2020),"<table><tr><td>Authors:</td><td>jebakumari, v. sutha; saravanan, d. shanthi; devaraj, d.</td></tr><tr><td>Title:</td><td>seizure detection in egg signal with novel optimization algorithm for selecting optimal thresholded offset gaussian feature</td></tr><tr><td>Source:</td><td>biomedical signal processing and control, 56</td></tr><tr><td>Year:</td><td>2020</td></tr></table>",https://doi.org/10.1016/j.bspc.2019.101708,-0.2903,0.8548,3,108,353,10,0.3961,2020,10,0.3961
